_time,id,ACTION,LOCATION,GATE
"""2018-07-12T07:05:00.000Z""",d0fc48ac.792608,LEAVE Security Check,SEC-POS-2,
"""2018-07-12T06:59:00.000Z""",d0fc48ac.792608,ENTER Security Check,SEC-POS-2,
"""2018-07-12T06:35:00.000Z""",d0fc48ac.792608,ENTER Security Lane,SEC-LANE-5,
"""2018-09-25T16:49:00.000Z""",2509dd4a.ac3b32,LEAVE Security Check,SEC-POS-2,
"""2018-09-25T16:43:00.000Z""",2509dd4a.ac3b32,ENTER Security Check,SEC-POS-2,
"""2018-09-25T16:19:00.000Z""",2509dd4a.ac3b32,ENTER Security Lane,SEC-LANE-5,
"""2018-05-19T09:27:00.000Z""",2ea239b5.f64456,LEAVE Security Check,SEC-POS-2,
"""2018-05-19T09:21:00.000Z""",2ea239b5.f64456,ENTER Security Check,SEC-POS-2,
"""2018-05-19T08:57:00.000Z""",2ea239b5.f64456,ENTER Security Lane,SEC-LANE-5,
"""2018-05-01T07:10:00.000Z""",8ce7fb00.2035c8,LEAVE Security Check,SEC-POS-2,
"""2018-05-01T07:04:00.000Z""",8ce7fb00.2035c8,ENTER Security Check,SEC-POS-2,
"""2018-05-01T06:40:00.000Z""",8ce7fb00.2035c8,ENTER Security Lane,SEC-LANE-5,
"""2018-04-02T07:41:00.000Z""",b6c43292.7fb3a,LEAVE Security Check,SEC-POS-2,
"""2018-04-02T07:35:00.000Z""",b6c43292.7fb3a,ENTER Security Check,SEC-POS-2,
"""2018-04-02T07:11:00.000Z""",b6c43292.7fb3a,ENTER Security Lane,SEC-LANE-5,
"""2018-08-19T09:13:00.000Z""",66eb4c7b.078974,LEAVE Security Check,SEC-POS-2,
"""2018-08-19T09:07:00.000Z""",66eb4c7b.078974,ENTER Security Check,SEC-POS-2,
"""2018-08-19T08:43:00.000Z""",66eb4c7b.078974,ENTER Security Lane,SEC-LANE-5,
"""2018-07-09T17:48:00.000Z""",fbb23092.db4b3,LEAVE Security Check,SEC-POS-2,
"""2018-07-09T17:42:00.000Z""",fbb23092.db4b3,ENTER Security Check,SEC-POS-2,
"""2018-07-09T17:18:00.000Z""",fbb23092.db4b3,ENTER Security Lane,SEC-LANE-5,
"""2018-12-12T18:14:00.000Z""",8c2187f4.c173d8,LEAVE Security Check,SEC-POS-2,
"""2018-12-12T18:08:00.000Z""",8c2187f4.c173d8,ENTER Security Check,SEC-POS-2,
"""2018-12-12T17:44:00.000Z""",8c2187f4.c173d8,ENTER Security Lane,SEC-LANE-5,
"""2018-09-18T06:01:00.000Z""",c34bd998.6a62f8,LEAVE Security Check,SEC-POS-2,
"""2018-09-18T05:57:00.000Z""",c34bd998.6a62f8,ENTER Security Check,SEC-POS-2,
"""2018-09-18T05:41:00.000Z""",c34bd998.6a62f8,ENTER Security Lane,SEC-LANE-5,
"""2018-07-21T13:27:00.000Z""",eced069e.3133e8,LEAVE Security Check,SEC-POS-2,
"""2018-07-21T13:23:00.000Z""",eced069e.3133e8,ENTER Security Check,SEC-POS-2,
"""2018-07-21T13:07:00.000Z""",eced069e.3133e8,ENTER Security Lane,SEC-LANE-5,
"""2018-05-01T08:56:00.000Z""",1704c9e8.d57fb6,LEAVE Security Check,SEC-POS-2,
"""2018-05-01T08:50:00.000Z""",1704c9e8.d57fb6,ENTER Security Check,SEC-POS-2,
"""2018-05-01T08:26:00.000Z""",1704c9e8.d57fb6,ENTER Security Lane,SEC-LANE-5,
"""2018-05-18T05:23:00.000Z""",19e7a8a7.32d8e7,LEAVE Security Check,SEC-POS-2,
"""2018-05-18T05:19:00.000Z""",19e7a8a7.32d8e7,ENTER Security Check,SEC-POS-2,
"""2018-05-18T05:03:00.000Z""",19e7a8a7.32d8e7,ENTER Security Lane,SEC-LANE-5,
"""2018-10-29T05:26:00.000Z""",33f8b01e.c161d,LEAVE Security Check,SEC-POS-2,
"""2018-10-29T05:22:00.000Z""",33f8b01e.c161d,ENTER Security Check,SEC-POS-2,
"""2018-10-29T05:06:00.000Z""",33f8b01e.c161d,ENTER Security Lane,SEC-LANE-5,
"""2018-03-08T18:01:00.000Z""",f1c1ecae.6bcb2,LEAVE Security Check,SEC-POS-2,
"""2018-03-08T17:55:00.000Z""",f1c1ecae.6bcb2,ENTER Security Check,SEC-POS-2,
"""2018-03-08T17:31:00.000Z""",f1c1ecae.6bcb2,ENTER Security Lane,SEC-LANE-5,
"""2018-04-12T14:12:00.000Z""",81542d6c.00085,LEAVE Security Check,SEC-POS-2,
"""2018-04-12T14:08:00.000Z""",81542d6c.00085,ENTER Security Check,SEC-POS-2,
"""2018-04-12T13:52:00.000Z""",81542d6c.00085,ENTER Security Lane,SEC-LANE-5,
"""2018-08-02T08:10:00.000Z""",328040a4.ff9a1,LEAVE Security Check,SEC-POS-2,
"""2018-08-02T08:04:00.000Z""",328040a4.ff9a1,ENTER Security Check,SEC-POS-2,
"""2018-08-02T07:40:00.000Z""",328040a4.ff9a1,ENTER Security Lane,SEC-LANE-5,
"""2018-08-18T14:13:00.000Z""",c4266c20.5871e,LEAVE Security Check,SEC-POS-2,
"""2018-08-18T14:09:00.000Z""",c4266c20.5871e,ENTER Security Check,SEC-POS-2,
"""2018-08-18T13:53:00.000Z""",c4266c20.5871e,ENTER Security Lane,SEC-LANE-5,
"""2018-07-24T04:47:00.000Z""",ba547cda.6a125,LEAVE Security Check,SEC-POS-2,
"""2018-07-24T04:43:00.000Z""",ba547cda.6a125,ENTER Security Check,SEC-POS-2,
"""2018-07-24T04:27:00.000Z""",ba547cda.6a125,ENTER Security Lane,SEC-LANE-5,
"""2018-02-12T16:18:00.000Z""",6c310cf5.21b5e4,LEAVE Security Check,SEC-POS-2,
"""2018-02-12T16:14:00.000Z""",6c310cf5.21b5e4,ENTER Security Check,SEC-POS-2,
"""2018-02-12T15:58:00.000Z""",6c310cf5.21b5e4,ENTER Security Lane,SEC-LANE-5,
"""2018-12-24T16:15:00.000Z""",4f102a3b.5d42a4,LEAVE Security Check,SEC-POS-2,
"""2018-12-24T16:11:00.000Z""",4f102a3b.5d42a4,ENTER Security Check,SEC-POS-2,
"""2018-12-24T15:55:00.000Z""",4f102a3b.5d42a4,ENTER Security Lane,SEC-LANE-5,
"""2018-06-26T11:35:00.000Z""",607f90c6.f0599,LEAVE Security Check,SEC-POS-2,
"""2018-06-26T11:33:00.000Z""",607f90c6.f0599,ENTER Security Check,SEC-POS-2,
"""2018-06-26T11:25:00.000Z""",607f90c6.f0599,ENTER Security Lane,SEC-LANE-5,
"""2018-04-16T18:25:00.000Z""",9c09a09.667cc6,LEAVE Security Check,SEC-POS-2,
"""2018-04-16T18:19:00.000Z""",9c09a09.667cc6,ENTER Security Check,SEC-POS-2,
"""2018-04-16T17:55:00.000Z""",9c09a09.667cc6,ENTER Security Lane,SEC-LANE-5,
"""2018-02-05T19:27:00.000Z""",dbd58d74.d6c1b,LEAVE Security Check,SEC-POS-2,
"""2018-02-05T19:21:00.000Z""",dbd58d74.d6c1b,ENTER Security Check,SEC-POS-2,
"""2018-02-05T18:57:00.000Z""",dbd58d74.d6c1b,ENTER Security Lane,SEC-LANE-5,
"""2018-12-13T06:16:00.000Z""",821e3f24.9effb,LEAVE Security Check,SEC-POS-2,
"""2018-12-13T06:12:00.000Z""",821e3f24.9effb,ENTER Security Check,SEC-POS-2,
"""2018-12-13T05:56:00.000Z""",821e3f24.9effb,ENTER Security Lane,SEC-LANE-5,
"""2018-06-24T09:53:00.000Z""",56eb4e59.56924,LEAVE Security Check,SEC-POS-2,
"""2018-06-24T09:51:00.000Z""",56eb4e59.56924,ENTER Security Check,SEC-POS-2,
"""2018-06-24T09:43:00.000Z""",56eb4e59.56924,ENTER Security Lane,SEC-LANE-5,
"""2018-08-03T06:22:00.000Z""",dde7a3d7.b29b5,LEAVE Security Check,SEC-POS-2,
"""2018-08-03T06:18:00.000Z""",dde7a3d7.b29b5,ENTER Security Check,SEC-POS-2,
"""2018-08-03T06:02:00.000Z""",dde7a3d7.b29b5,ENTER Security Lane,SEC-LANE-5,
"""2018-06-16T09:02:00.000Z""",60caf5c4.726ffc,LEAVE Security Check,SEC-POS-2,
"""2018-06-16T08:56:00.000Z""",60caf5c4.726ffc,ENTER Security Check,SEC-POS-2,
"""2018-06-16T08:32:00.000Z""",60caf5c4.726ffc,ENTER Security Lane,SEC-LANE-5,
"""2018-04-02T07:03:00.000Z""",2f4c7c96.63bdd4,LEAVE Security Check,SEC-POS-2,
"""2018-04-02T06:57:00.000Z""",2f4c7c96.63bdd4,ENTER Security Check,SEC-POS-2,
"""2018-04-02T06:33:00.000Z""",2f4c7c96.63bdd4,ENTER Security Lane,SEC-LANE-5,
"""2018-03-13T06:25:00.000Z""",3107fb2c.a74fa4,LEAVE Security Check,SEC-POS-2,
"""2018-03-13T06:21:00.000Z""",3107fb2c.a74fa4,ENTER Security Check,SEC-POS-2,
"""2018-03-13T06:05:00.000Z""",3107fb2c.a74fa4,ENTER Security Lane,SEC-LANE-5,
"""2018-02-25T15:08:00.000Z""",eb69cbe2.b74c48,LEAVE Security Check,SEC-POS-2,
"""2018-02-25T15:04:00.000Z""",eb69cbe2.b74c48,ENTER Security Check,SEC-POS-2,
"""2018-02-25T14:48:00.000Z""",eb69cbe2.b74c48,ENTER Security Lane,SEC-LANE-5,
"""2018-06-09T05:15:00.000Z""",c40c09bb.7e5a08,LEAVE Security Check,SEC-POS-2,
"""2018-06-09T05:11:00.000Z""",c40c09bb.7e5a08,ENTER Security Check,SEC-POS-2,
"""2018-06-09T04:55:00.000Z""",c40c09bb.7e5a08,ENTER Security Lane,SEC-LANE-5,
"""2018-06-30T06:18:00.000Z""",97689b7f.c79d88,LEAVE Security Check,SEC-POS-2,
"""2018-06-30T06:14:00.000Z""",97689b7f.c79d88,ENTER Security Check,SEC-POS-2,
"""2018-06-30T05:58:00.000Z""",97689b7f.c79d88,ENTER Security Lane,SEC-LANE-5,
"""2018-03-22T16:14:00.000Z""",709c3337.b3a1cc,LEAVE Security Check,SEC-POS-2,
"""2018-03-22T16:10:00.000Z""",709c3337.b3a1cc,ENTER Security Check,SEC-POS-2,
"""2018-03-22T15:54:00.000Z""",709c3337.b3a1cc,ENTER Security Lane,SEC-LANE-5,
"""2018-05-16T18:00:00.000Z""",ba5371c0.7e8cf,LEAVE Security Check,SEC-POS-2,
"""2018-05-16T17:54:00.000Z""",ba5371c0.7e8cf,ENTER Security Check,SEC-POS-2,
"""2018-05-16T17:30:00.000Z""",ba5371c0.7e8cf,ENTER Security Lane,SEC-LANE-5,
"""2018-11-05T06:09:00.000Z""",dd42bd25.e295f,LEAVE Security Check,SEC-POS-2,
"""2018-11-05T06:05:00.000Z""",dd42bd25.e295f,ENTER Security Check,SEC-POS-2,
"""2018-11-05T05:49:00.000Z""",dd42bd25.e295f,ENTER Security Lane,SEC-LANE-5,
"""2018-04-30T18:29:00.000Z""",c464e4bc.ebe388,LEAVE Security Check,SEC-POS-2,
"""2018-04-30T18:23:00.000Z""",c464e4bc.ebe388,ENTER Security Check,SEC-POS-2,
"""2018-04-30T17:59:00.000Z""",c464e4bc.ebe388,ENTER Security Lane,SEC-LANE-5,
"""2018-09-20T16:59:00.000Z""",8e2dc401.d08a48,LEAVE Security Check,SEC-POS-2,
"""2018-09-20T16:53:00.000Z""",8e2dc401.d08a48,ENTER Security Check,SEC-POS-2,
"""2018-09-20T16:29:00.000Z""",8e2dc401.d08a48,ENTER Security Lane,SEC-LANE-5,
"""2018-12-19T16:37:00.000Z""",1e2e2f33.a4fa21,LEAVE Security Check,SEC-POS-2,
"""2018-12-19T16:33:00.000Z""",1e2e2f33.a4fa21,ENTER Security Check,SEC-POS-2,
"""2018-12-19T16:17:00.000Z""",1e2e2f33.a4fa21,ENTER Security Lane,SEC-LANE-5,
"""2018-09-15T16:39:00.000Z""",cbfa29c0.7f8cb8,LEAVE Security Check,SEC-POS-2,
"""2018-09-15T16:33:00.000Z""",cbfa29c0.7f8cb8,ENTER Security Check,SEC-POS-2,
"""2018-09-15T16:09:00.000Z""",cbfa29c0.7f8cb8,ENTER Security Lane,SEC-LANE-5,
"""2018-02-06T10:46:00.000Z""",a9261bf5.43eb68,LEAVE Security Check,SEC-POS-2,
"""2018-02-06T10:44:00.000Z""",a9261bf5.43eb68,ENTER Security Check,SEC-POS-2,
"""2018-02-06T10:36:00.000Z""",a9261bf5.43eb68,ENTER Security Lane,SEC-LANE-5,
"""2018-09-03T11:29:00.000Z""",b5bdbdee.acddf,LEAVE Security Check,SEC-POS-2,
"""2018-09-03T11:27:00.000Z""",b5bdbdee.acddf,ENTER Security Check,SEC-POS-2,
"""2018-09-03T11:19:00.000Z""",b5bdbdee.acddf,ENTER Security Lane,SEC-LANE-5,
"""2018-11-06T15:26:00.000Z""",bc3b26e7.24c368,LEAVE Security Check,SEC-POS-2,
"""2018-11-06T15:22:00.000Z""",bc3b26e7.24c368,ENTER Security Check,SEC-POS-2,
"""2018-11-06T15:06:00.000Z""",bc3b26e7.24c368,ENTER Security Lane,SEC-LANE-5,
"""2018-05-25T10:19:00.000Z""",37bd6cf9.070e94,LEAVE Security Check,SEC-POS-2,
"""2018-05-25T10:17:00.000Z""",37bd6cf9.070e94,ENTER Security Check,SEC-POS-2,
"""2018-05-25T10:09:00.000Z""",37bd6cf9.070e94,ENTER Security Lane,SEC-LANE-5,
"""2018-05-18T11:30:00.000Z""",eaeee74b.abc2b8,LEAVE Security Check,SEC-POS-2,
"""2018-05-18T11:28:00.000Z""",eaeee74b.abc2b8,ENTER Security Check,SEC-POS-2,
"""2018-05-18T11:20:00.000Z""",eaeee74b.abc2b8,ENTER Security Lane,SEC-LANE-5,
"""2018-05-08T18:32:00.000Z""",ec99215a.d1d87,LEAVE Security Check,SEC-POS-2,
"""2018-05-08T18:26:00.000Z""",ec99215a.d1d87,ENTER Security Check,SEC-POS-2,
"""2018-05-08T18:02:00.000Z""",ec99215a.d1d87,ENTER Security Lane,SEC-LANE-5,
"""2018-02-27T12:07:00.000Z""",e254e458.54ec18,LEAVE Security Check,SEC-POS-2,
"""2018-02-27T12:05:00.000Z""",e254e458.54ec18,ENTER Security Check,SEC-POS-2,
"""2018-02-27T11:57:00.000Z""",e254e458.54ec18,ENTER Security Lane,SEC-LANE-5,
"""2018-02-11T10:18:00.000Z""",379e4fc6.71214,LEAVE Security Check,SEC-POS-2,
"""2018-02-11T10:16:00.000Z""",379e4fc6.71214,ENTER Security Check,SEC-POS-2,
"""2018-02-11T10:08:00.000Z""",379e4fc6.71214,ENTER Security Lane,SEC-LANE-5,
"""2018-04-10T13:12:00.000Z""",940eba8b.0f1dd8,LEAVE Security Check,SEC-POS-2,
"""2018-04-10T13:08:00.000Z""",940eba8b.0f1dd8,ENTER Security Check,SEC-POS-2,
"""2018-04-10T12:52:00.000Z""",940eba8b.0f1dd8,ENTER Security Lane,SEC-LANE-5,
"""2018-11-05T20:03:00.000Z""",73a9d3c6.b6b47c,LEAVE Security Check,SEC-POS-2,
"""2018-11-05T19:57:00.000Z""",73a9d3c6.b6b47c,ENTER Security Check,SEC-POS-2,
"""2018-11-05T19:33:00.000Z""",73a9d3c6.b6b47c,ENTER Security Lane,SEC-LANE-5,
"""2018-02-03T14:54:00.000Z""",b27d235a.6da75,LEAVE Security Check,SEC-POS-2,
"""2018-02-03T14:50:00.000Z""",b27d235a.6da75,ENTER Security Check,SEC-POS-2,
"""2018-02-03T14:34:00.000Z""",b27d235a.6da75,ENTER Security Lane,SEC-LANE-5,
"""2018-04-28T17:34:00.000Z""",4ee1969a.0d6d18,LEAVE Security Check,SEC-POS-2,
"""2018-04-28T17:28:00.000Z""",4ee1969a.0d6d18,ENTER Security Check,SEC-POS-2,
"""2018-04-28T17:04:00.000Z""",4ee1969a.0d6d18,ENTER Security Lane,SEC-LANE-5,
"""2018-08-09T16:54:00.000Z""",1caf9b9.980a364,LEAVE Security Check,SEC-POS-2,
"""2018-08-09T16:48:00.000Z""",1caf9b9.980a364,ENTER Security Check,SEC-POS-2,
"""2018-08-09T16:24:00.000Z""",1caf9b9.980a364,ENTER Security Lane,SEC-LANE-5,
"""2018-04-27T06:32:00.000Z""",6b5a94d.1186c6c,LEAVE Security Check,SEC-POS-2,
"""2018-04-27T06:28:00.000Z""",6b5a94d.1186c6c,ENTER Security Check,SEC-POS-2,
"""2018-04-27T06:12:00.000Z""",6b5a94d.1186c6c,ENTER Security Lane,SEC-LANE-5,
"""2018-06-09T07:23:00.000Z""",27d5cfc5.98482,LEAVE Security Check,SEC-POS-2,
"""2018-06-09T07:17:00.000Z""",27d5cfc5.98482,ENTER Security Check,SEC-POS-2,
"""2018-06-09T06:53:00.000Z""",27d5cfc5.98482,ENTER Security Lane,SEC-LANE-5,
"""2018-04-16T14:26:00.000Z""",bb6c20f4.3eb11,LEAVE Security Check,SEC-POS-2,
"""2018-04-16T14:22:00.000Z""",bb6c20f4.3eb11,ENTER Security Check,SEC-POS-2,
"""2018-04-16T14:06:00.000Z""",bb6c20f4.3eb11,ENTER Security Lane,SEC-LANE-5,
"""2018-06-01T06:48:00.000Z""",bf427e62.b63f2,LEAVE Security Check,SEC-POS-2,
"""2018-06-01T06:44:00.000Z""",bf427e62.b63f2,ENTER Security Check,SEC-POS-2,
"""2018-06-01T06:28:00.000Z""",bf427e62.b63f2,ENTER Security Lane,SEC-LANE-5,
"""2018-10-11T04:40:00.000Z""",5654d05d.24868,LEAVE Security Check,SEC-POS-2,
"""2018-10-11T04:36:00.000Z""",5654d05d.24868,ENTER Security Check,SEC-POS-2,
"""2018-10-11T04:20:00.000Z""",5654d05d.24868,ENTER Security Lane,SEC-LANE-5,
"""2018-05-22T18:53:00.000Z""",67813160.72626,LEAVE Security Check,SEC-POS-2,
"""2018-05-22T18:47:00.000Z""",67813160.72626,ENTER Security Check,SEC-POS-2,
"""2018-05-22T18:23:00.000Z""",67813160.72626,ENTER Security Lane,SEC-LANE-5,
"""2018-09-15T16:39:00.000Z""",691e44b7.e4335c,LEAVE Security Check,SEC-POS-2,
"""2018-09-15T16:33:00.000Z""",691e44b7.e4335c,ENTER Security Check,SEC-POS-2,
"""2018-09-15T16:09:00.000Z""",691e44b7.e4335c,ENTER Security Lane,SEC-LANE-5,
"""2018-06-14T08:19:00.000Z""",13a56622.48a62a,LEAVE Security Check,SEC-POS-2,
"""2018-06-14T08:13:00.000Z""",13a56622.48a62a,ENTER Security Check,SEC-POS-2,
"""2018-06-14T07:49:00.000Z""",13a56622.48a62a,ENTER Security Lane,SEC-LANE-5,
"""2018-06-05T06:34:00.000Z""",148ba970.d02277,LEAVE Security Check,SEC-POS-2,
"""2018-06-05T06:30:00.000Z""",148ba970.d02277,ENTER Security Check,SEC-POS-2,
"""2018-06-05T06:14:00.000Z""",148ba970.d02277,ENTER Security Lane,SEC-LANE-5,
"""2018-12-03T12:17:00.000Z""",402c2d81.23fd84,LEAVE Security Check,SEC-POS-2,
"""2018-12-03T12:15:00.000Z""",402c2d81.23fd84,ENTER Security Check,SEC-POS-2,
"""2018-12-03T12:07:00.000Z""",402c2d81.23fd84,ENTER Security Lane,SEC-LANE-5,
"""2018-02-09T14:44:00.000Z""",9cd87b25.be92a8,LEAVE Security Check,SEC-POS-2,
"""2018-02-09T14:40:00.000Z""",9cd87b25.be92a8,ENTER Security Check,SEC-POS-2,
"""2018-02-09T14:24:00.000Z""",9cd87b25.be92a8,ENTER Security Lane,SEC-LANE-5,
"""2018-04-27T18:04:00.000Z""",545f9c0e.0f2d74,LEAVE Security Check,SEC-POS-2,
"""2018-04-27T17:58:00.000Z""",545f9c0e.0f2d74,ENTER Security Check,SEC-POS-2,
"""2018-04-27T17:34:00.000Z""",545f9c0e.0f2d74,ENTER Security Lane,SEC-LANE-5,
"""2018-12-25T10:10:00.000Z""",4c587670.5d8f88,LEAVE Security Check,SEC-POS-2,
"""2018-12-25T10:04:00.000Z""",4c587670.5d8f88,ENTER Security Check,SEC-POS-2,
"""2018-12-25T09:40:00.000Z""",4c587670.5d8f88,ENTER Security Lane,SEC-LANE-5,
"""2018-09-18T16:41:00.000Z""",e329f5ed.413af8,LEAVE Security Check,SEC-POS-2,
"""2018-09-18T16:35:00.000Z""",e329f5ed.413af8,ENTER Security Check,SEC-POS-2,
"""2018-09-18T16:11:00.000Z""",e329f5ed.413af8,ENTER Security Lane,SEC-LANE-5,
"""2018-09-03T05:49:00.000Z""",8c0a3ded.0fdf8,LEAVE Security Check,SEC-POS-2,
"""2018-09-03T05:45:00.000Z""",8c0a3ded.0fdf8,ENTER Security Check,SEC-POS-2,
"""2018-09-03T05:29:00.000Z""",8c0a3ded.0fdf8,ENTER Security Lane,SEC-LANE-5,
"""2018-05-12T09:39:00.000Z""",f338e295.cad49,LEAVE Security Check,SEC-POS-2,
"""2018-05-12T09:33:00.000Z""",f338e295.cad49,ENTER Security Check,SEC-POS-2,
"""2018-05-12T09:09:00.000Z""",f338e295.cad49,ENTER Security Lane,SEC-LANE-5,
"""2018-12-28T13:54:00.000Z""",e4e0cb00.8886f8,LEAVE Security Check,SEC-POS-2,
"""2018-12-28T13:50:00.000Z""",e4e0cb00.8886f8,ENTER Security Check,SEC-POS-2,
"""2018-12-28T13:34:00.000Z""",e4e0cb00.8886f8,ENTER Security Lane,SEC-LANE-5,
"""2018-05-01T11:34:00.000Z""",7d59d526.13384c,LEAVE Security Check,SEC-POS-2,
"""2018-05-01T11:32:00.000Z""",7d59d526.13384c,ENTER Security Check,SEC-POS-2,
"""2018-05-01T11:24:00.000Z""",7d59d526.13384c,ENTER Security Lane,SEC-LANE-5,
"""2018-05-09T04:10:00.000Z""",1609daf7.e2f945,LEAVE Security Check,SEC-POS-2,
"""2018-05-09T04:06:00.000Z""",1609daf7.e2f945,ENTER Security Check,SEC-POS-2,
"""2018-05-09T03:50:00.000Z""",1609daf7.e2f945,ENTER Security Lane,SEC-LANE-5,
"""2018-06-14T08:56:00.000Z""",b6734db2.88f45,LEAVE Security Check,SEC-POS-2,
"""2018-06-14T08:50:00.000Z""",b6734db2.88f45,ENTER Security Check,SEC-POS-2,
"""2018-06-14T08:26:00.000Z""",b6734db2.88f45,ENTER Security Lane,SEC-LANE-5,
"""2018-04-02T06:06:00.000Z""",5a09a7ad.dcd268,LEAVE Security Check,SEC-POS-2,
"""2018-04-02T06:02:00.000Z""",5a09a7ad.dcd268,ENTER Security Check,SEC-POS-2,
"""2018-04-02T05:46:00.000Z""",5a09a7ad.dcd268,ENTER Security Lane,SEC-LANE-5,
"""2018-10-06T05:06:00.000Z""",b5a43136.2354e,LEAVE Security Check,SEC-POS-2,
"""2018-10-06T05:02:00.000Z""",b5a43136.2354e,ENTER Security Check,SEC-POS-2,
"""2018-10-06T04:46:00.000Z""",b5a43136.2354e,ENTER Security Lane,SEC-LANE-5,
"""2018-04-27T17:44:00.000Z""",386f74b3.45d26c,LEAVE Security Check,SEC-POS-2,
"""2018-04-27T17:38:00.000Z""",386f74b3.45d26c,ENTER Security Check,SEC-POS-2,
"""2018-04-27T17:14:00.000Z""",386f74b3.45d26c,ENTER Security Lane,SEC-LANE-5,
"""2018-11-27T14:31:00.000Z""",dbbe89af.0089b8,LEAVE Security Check,SEC-POS-2,
"""2018-11-27T14:27:00.000Z""",dbbe89af.0089b8,ENTER Security Check,SEC-POS-2,
"""2018-11-27T14:11:00.000Z""",dbbe89af.0089b8,ENTER Security Lane,SEC-LANE-5,
"""2018-03-01T06:20:00.000Z""",5b688eef.aa1be,LEAVE Security Check,SEC-POS-2,
"""2018-03-01T06:16:00.000Z""",5b688eef.aa1be,ENTER Security Check,SEC-POS-2,
"""2018-03-01T06:00:00.000Z""",5b688eef.aa1be,ENTER Security Lane,SEC-LANE-5,
"""2018-12-07T05:52:00.000Z""",201454c0.949acc,LEAVE Security Check,SEC-POS-2,
"""2018-12-07T05:48:00.000Z""",201454c0.949acc,ENTER Security Check,SEC-POS-2,
"""2018-12-07T05:32:00.000Z""",201454c0.949acc,ENTER Security Lane,SEC-LANE-5,
"""2018-12-24T19:11:00.000Z""",b3973b98.5b3cc8,LEAVE Security Check,SEC-POS-2,
"""2018-12-24T19:05:00.000Z""",b3973b98.5b3cc8,ENTER Security Check,SEC-POS-2,
"""2018-12-24T18:41:00.000Z""",b3973b98.5b3cc8,ENTER Security Lane,SEC-LANE-5,
"""2018-05-14T17:35:00.000Z""",7f5a234f.54daac,LEAVE Security Check,SEC-POS-2,
"""2018-05-14T17:29:00.000Z""",7f5a234f.54daac,ENTER Security Check,SEC-POS-2,
"""2018-05-14T17:05:00.000Z""",7f5a234f.54daac,ENTER Security Lane,SEC-LANE-5,
"""2018-04-24T17:56:00.000Z""",ae64643b.3be868,LEAVE Security Check,SEC-POS-2,
"""2018-04-24T17:50:00.000Z""",ae64643b.3be868,ENTER Security Check,SEC-POS-2,
"""2018-04-24T17:26:00.000Z""",ae64643b.3be868,ENTER Security Lane,SEC-LANE-5,
"""2018-04-26T13:17:00.000Z""",280c421a.677ffe,LEAVE Security Check,SEC-POS-2,
"""2018-04-26T13:13:00.000Z""",280c421a.677ffe,ENTER Security Check,SEC-POS-2,
"""2018-04-26T12:57:00.000Z""",280c421a.677ffe,ENTER Security Lane,SEC-LANE-5,
"""2018-10-04T06:41:00.000Z""",31852978.db23e6,LEAVE Security Check,SEC-POS-2,
"""2018-10-04T06:37:00.000Z""",31852978.db23e6,ENTER Security Check,SEC-POS-2,
"""2018-10-04T06:21:00.000Z""",31852978.db23e6,ENTER Security Lane,SEC-LANE-5,
"""2018-03-20T15:30:00.000Z""",e735983d.58b578,LEAVE Security Check,SEC-POS-2,
"""2018-03-20T15:26:00.000Z""",e735983d.58b578,ENTER Security Check,SEC-POS-2,
"""2018-03-20T15:10:00.000Z""",e735983d.58b578,ENTER Security Lane,SEC-LANE-5,
"""2018-06-05T10:42:00.000Z""",e28ab388.58b58,LEAVE Security Check,SEC-POS-2,
"""2018-06-05T10:40:00.000Z""",e28ab388.58b58,ENTER Security Check,SEC-POS-2,
"""2018-06-05T10:32:00.000Z""",e28ab388.58b58,ENTER Security Lane,SEC-LANE-5,
"""2018-06-24T04:28:00.000Z""",2b37419b.232dee,LEAVE Security Check,SEC-POS-2,
"""2018-06-24T04:24:00.000Z""",2b37419b.232dee,ENTER Security Check,SEC-POS-2,
"""2018-06-24T04:08:00.000Z""",2b37419b.232dee,ENTER Security Lane,SEC-LANE-5,
"""2018-07-14T16:12:00.000Z""",6fff30ce.e9c66,LEAVE Security Check,SEC-POS-2,
"""2018-07-14T16:06:00.000Z""",6fff30ce.e9c66,ENTER Security Check,SEC-POS-2,
"""2018-07-14T15:42:00.000Z""",6fff30ce.e9c66,ENTER Security Lane,SEC-LANE-5,
"""2018-04-18T12:06:00.000Z""",ccfc50b2.1f24f,LEAVE Security Check,SEC-POS-2,
"""2018-04-18T12:04:00.000Z""",ccfc50b2.1f24f,ENTER Security Check,SEC-POS-2,
"""2018-04-18T11:56:00.000Z""",ccfc50b2.1f24f,ENTER Security Lane,SEC-LANE-5,
"""2018-05-24T04:25:00.000Z""",237220b4.e96a,LEAVE Security Check,SEC-POS-2,
"""2018-05-24T04:21:00.000Z""",237220b4.e96a,ENTER Security Check,SEC-POS-2,
"""2018-05-24T04:05:00.000Z""",237220b4.e96a,ENTER Security Lane,SEC-LANE-5,
"""2018-03-10T10:30:00.000Z""",5a99f015.081cb,LEAVE Security Check,SEC-POS-2,
"""2018-03-10T10:28:00.000Z""",5a99f015.081cb,ENTER Security Check,SEC-POS-2,
"""2018-03-10T10:20:00.000Z""",5a99f015.081cb,ENTER Security Lane,SEC-LANE-5,
"""2018-12-24T10:47:00.000Z""",5b9b42b1.18f15c,LEAVE Security Check,SEC-POS-2,
