_time,pax_id,OPERATION,LOCATION,GATE
"""2018-05-01T12:42:00.000Z""",30e5485d.52dd18,ENTER Bording Gate Area,Terminal 1,B9
"""2018-05-01T11:59:00.000Z""",30e5485d.52dd18,ENTER Duty Free Area,Terminal 1,
"""2018-05-01T12:11:00.000Z""",30e5485d.52dd18,ENTER Dining Area,Terminal 1,
"""2018-05-01T13:02:00.000Z""",30e5485d.52dd18,BOARD Aircraft,Terminal 1,B9
"""2018-11-21T11:09:00.000Z""",3d115fc2.ab371,ENTER Bording Gate Area,Terminal 1,B6
"""2018-11-21T11:29:00.000Z""",3d115fc2.ab371,BOARD Aircraft,Terminal 1,B6
"""2018-03-18T15:08:00.000Z""",397d1897.3d5798,LEAVE Dining Area,Terminal 1,
"""2018-03-18T15:20:00.000Z""",397d1897.3d5798,ENTER Bording Gate Area,Terminal 1,B10
"""2018-03-18T14:18:00.000Z""",397d1897.3d5798,ENTER Dining Area,Terminal 1,
"""2018-03-18T16:00:00.000Z""",397d1897.3d5798,BOARD Aircraft,Terminal 1,B10
"""2018-05-17T06:09:00.000Z""",a86faeae.36b7a,ENTER Bording Gate Area,Terminal 1,B11
"""2018-05-17T06:49:00.000Z""",a86faeae.36b7a,BOARD Aircraft,Terminal 1,B11
"""2018-10-18T08:52:00.000Z""",365bba55.1dfac6,LEAVE Dining Area,Terminal 1,
"""2018-10-18T09:10:00.000Z""",365bba55.1dfac6,ENTER Bording Gate Area,Terminal 1,B11
"""2018-10-18T07:37:00.000Z""",365bba55.1dfac6,ENTER Dining Area,Terminal 1,
"""2018-10-18T10:10:00.000Z""",365bba55.1dfac6,BOARD Aircraft,Terminal 1,B11
"""2018-02-02T10:24:00.000Z""",64016e92.10e78,Passport Control,Border-Control Booth 1,
"""2018-02-02T12:03:00.000Z""",64016e92.10e78,LEAVE Dining Area,Terminal 1,
"""2018-02-02T12:21:00.000Z""",64016e92.10e78,ENTER Bording Gate Area,Terminal 1,B6
"""2018-02-02T10:48:00.000Z""",64016e92.10e78,ENTER Dining Area,Terminal 1,
"""2018-02-02T13:21:00.000Z""",64016e92.10e78,BOARD Aircraft,Terminal 1,B6
"""2018-10-20T11:35:00.000Z""",2b0a8998.e3bc26,ENTER Bording Gate Area,Terminal 1,B17
"""2018-10-20T11:55:00.000Z""",2b0a8998.e3bc26,BOARD Aircraft,Terminal 1,B17
"""2018-05-17T04:11:00.000Z""",35fee597.75159a,LEAVE Duty Free Area,Terminal 1,
"""2018-05-17T05:17:00.000Z""",35fee597.75159a,LEAVE Dining Area,Terminal 1,
"""2018-05-17T05:29:00.000Z""",35fee597.75159a,ENTER Bording Gate Area,Terminal 1,B2
"""2018-05-17T04:03:00.000Z""",35fee597.75159a,ENTER Duty Free Area,Terminal 1,
"""2018-05-17T04:27:00.000Z""",35fee597.75159a,ENTER Dining Area,Terminal 1,
"""2018-05-17T06:09:00.000Z""",35fee597.75159a,BOARD Aircraft,Terminal 1,B2
"""2018-06-15T14:59:00.000Z""",b4579935.121348,LEAVE Duty Free Area,Terminal 1,
"""2018-06-15T15:59:00.000Z""",b4579935.121348,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-15T17:19:00.000Z""",b4579935.121348,LEAVE Dining Area,Terminal 1,
"""2018-06-15T17:31:00.000Z""",b4579935.121348,ENTER Bording Gate Area,Terminal 1,B11
"""2018-06-15T16:13:00.000Z""",b4579935.121348,LEAVE Duty Free Area,Terminal 1,
"""2018-06-15T15:09:00.000Z""",b4579935.121348,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-15T16:29:00.000Z""",b4579935.121348,ENTER Dining Area,Terminal 1,
"""2018-06-15T18:11:00.000Z""",b4579935.121348,BOARD Aircraft,Terminal 1,B11
"""2018-06-15T16:05:00.000Z""",b4579935.121348,ENTER Duty Free Area,Terminal 1,
"""2018-06-15T14:51:00.000Z""",b4579935.121348,ENTER Duty Free Area,Terminal 1,
"""2018-04-11T05:35:00.000Z""",2f091532.0f06fa,ENTER Bording Gate Area,Terminal 1,B17
"""2018-04-11T06:15:00.000Z""",2f091532.0f06fa,BOARD Aircraft,Terminal 1,B17
"""2018-12-28T04:57:00.000Z""",9af14148.fbb2b,LEAVE Duty Free Area,Terminal 1,
"""2018-12-28T06:03:00.000Z""",9af14148.fbb2b,LEAVE Dining Area,Terminal 1,
"""2018-12-28T06:15:00.000Z""",9af14148.fbb2b,ENTER Bording Gate Area,Terminal 1,A12
"""2018-12-28T04:49:00.000Z""",9af14148.fbb2b,ENTER Duty Free Area,Terminal 1,
"""2018-12-28T05:13:00.000Z""",9af14148.fbb2b,ENTER Dining Area,Terminal 1,
"""2018-12-28T06:55:00.000Z""",9af14148.fbb2b,BOARD Aircraft,Terminal 1,A12
"""2018-04-03T08:30:00.000Z""",723f042.f10fafc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-03T08:48:00.000Z""",723f042.f10fafc,ENTER Bording Gate Area,Terminal 1,B14
"""2018-04-03T07:15:00.000Z""",723f042.f10fafc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-03T09:48:00.000Z""",723f042.f10fafc,BOARD Aircraft,Terminal 1,B14
"""2018-02-19T08:14:00.000Z""",d420f50c.6a4748,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-19T08:26:00.000Z""",d420f50c.6a4748,ENTER Bording Gate Area,Terminal 1,B1
"""2018-02-19T07:24:00.000Z""",d420f50c.6a4748,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-19T09:06:00.000Z""",d420f50c.6a4748,BOARD Aircraft,Terminal 1,B1
"""2018-12-25T15:53:00.000Z""",262f443c.ae467c,LEAVE Dining Area,Terminal 1,
"""2018-12-25T16:05:00.000Z""",262f443c.ae467c,ENTER Bording Gate Area,Terminal 1,A12
"""2018-12-25T15:03:00.000Z""",262f443c.ae467c,ENTER Dining Area,Terminal 1,
"""2018-12-25T16:45:00.000Z""",262f443c.ae467c,BOARD Aircraft,Terminal 1,A12
"""2018-05-28T18:06:00.000Z""",1234ac7b.8982d4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-28T18:24:00.000Z""",1234ac7b.8982d4,ENTER Bording Gate Area,Terminal 1,B11
"""2018-05-28T16:51:00.000Z""",1234ac7b.8982d4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-28T19:24:00.000Z""",1234ac7b.8982d4,BOARD Aircraft,Terminal 1,B11
"""2018-02-10T07:04:00.000Z""",5b5eafd5.ca928,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-10T07:16:00.000Z""",5b5eafd5.ca928,ENTER Bording Gate Area,Terminal 1,B4
"""2018-02-10T06:14:00.000Z""",5b5eafd5.ca928,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-10T07:56:00.000Z""",5b5eafd5.ca928,BOARD Aircraft,Terminal 1,B4
"""2018-10-27T11:34:00.000Z""",604cea4e.5a2d14,LEAVE Dining Area,Terminal 1,
"""2018-10-27T11:40:00.000Z""",604cea4e.5a2d14,ENTER Bording Gate Area,Terminal 1,B2
"""2018-10-27T11:09:00.000Z""",604cea4e.5a2d14,ENTER Dining Area,Terminal 1,
"""2018-10-27T12:00:00.000Z""",604cea4e.5a2d14,BOARD Aircraft,Terminal 1,B2
"""2018-07-04T10:50:00.000Z""",5c082ece.02f4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-04T11:11:00.000Z""",5c082ece.02f4,LEAVE Duty Free Area,Terminal 1,
"""2018-07-04T11:29:00.000Z""",5c082ece.02f4,ENTER Bording Gate Area,Terminal 1,B16
"""2018-07-04T09:35:00.000Z""",5c082ece.02f4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-04T10:59:00.000Z""",5c082ece.02f4,ENTER Duty Free Area,Terminal 1,
"""2018-07-04T12:29:00.000Z""",5c082ece.02f4,BOARD Aircraft,Terminal 1,B16
"""2018-09-28T15:59:00.000Z""",5c1bdcb5.e61a24,LEAVE Dining Area,Terminal 1,
"""2018-09-28T16:11:00.000Z""",5c1bdcb5.e61a24,ENTER Bording Gate Area,Terminal 1,B12
"""2018-09-28T15:09:00.000Z""",5c1bdcb5.e61a24,ENTER Dining Area,Terminal 1,
"""2018-09-28T16:51:00.000Z""",5c1bdcb5.e61a24,BOARD Aircraft,Terminal 1,B12
"""2018-03-09T11:16:00.000Z""",7e27c08.30ae24,LEAVE Duty Free Area,Terminal 1,
"""2018-03-09T11:46:00.000Z""",7e27c08.30ae24,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-09T11:59:00.000Z""",7e27c08.30ae24,ENTER Bording Gate Area,Terminal 1,B13
"""2018-03-09T11:53:00.000Z""",7e27c08.30ae24,LEAVE Duty Free Area,Terminal 1,
"""2018-03-09T11:21:00.000Z""",7e27c08.30ae24,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-09T12:19:00.000Z""",7e27c08.30ae24,BOARD Aircraft,Terminal 1,B13
"""2018-03-09T11:49:00.000Z""",7e27c08.30ae24,ENTER Duty Free Area,Terminal 1,
"""2018-03-09T11:12:00.000Z""",7e27c08.30ae24,ENTER Duty Free Area,Terminal 1,
"""2018-10-11T09:03:00.000Z""",fd31bf5a.2e9c1,LEAVE Duty Free Area,Terminal 1,
"""2018-10-11T10:42:00.000Z""",fd31bf5a.2e9c1,LEAVE Dining Area,Terminal 1,
"""2018-10-11T11:00:00.000Z""",fd31bf5a.2e9c1,ENTER Bording Gate Area,Terminal 1,B6
"""2018-10-11T08:51:00.000Z""",fd31bf5a.2e9c1,ENTER Duty Free Area,Terminal 1,
"""2018-10-11T09:27:00.000Z""",fd31bf5a.2e9c1,ENTER Dining Area,Terminal 1,
"""2018-10-11T12:00:00.000Z""",fd31bf5a.2e9c1,BOARD Aircraft,Terminal 1,B6
"""2018-05-26T07:23:00.000Z""",805516e9.53a628,Passport Control,Border-Control Booth 1,
"""2018-05-26T08:53:00.000Z""",805516e9.53a628,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-26T09:14:00.000Z""",805516e9.53a628,LEAVE Duty Free Area,Terminal 1,
"""2018-05-26T09:32:00.000Z""",805516e9.53a628,ENTER Bording Gate Area,Terminal 1,B2
"""2018-05-26T07:38:00.000Z""",805516e9.53a628,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-26T09:02:00.000Z""",805516e9.53a628,ENTER Duty Free Area,Terminal 1,
"""2018-05-26T10:32:00.000Z""",805516e9.53a628,BOARD Aircraft,Terminal 1,B2
"""2018-11-17T10:03:00.000Z""",2fd574a0.084efc,Passport Control,Border-Control Booth 1,
"""2018-11-17T11:33:00.000Z""",2fd574a0.084efc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-17T11:54:00.000Z""",2fd574a0.084efc,LEAVE Duty Free Area,Terminal 1,
"""2018-11-17T12:12:00.000Z""",2fd574a0.084efc,ENTER Bording Gate Area,Terminal 1,A19
"""2018-11-17T10:18:00.000Z""",2fd574a0.084efc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-17T11:42:00.000Z""",2fd574a0.084efc,ENTER Duty Free Area,Terminal 1,
"""2018-11-17T13:12:00.000Z""",2fd574a0.084efc,BOARD Aircraft,Terminal 1,A19
"""2018-06-22T16:03:00.000Z""",34ec8930.8730b6,LEAVE Dining Area,Terminal 1,
"""2018-06-22T16:15:00.000Z""",34ec8930.8730b6,ENTER Bording Gate Area,Terminal 1,B12
"""2018-06-22T15:13:00.000Z""",34ec8930.8730b6,ENTER Dining Area,Terminal 1,
"""2018-06-22T16:55:00.000Z""",34ec8930.8730b6,BOARD Aircraft,Terminal 1,B12
"""2018-03-04T07:21:00.000Z""",7392bf19.6a773,ENTER Bording Gate Area,Terminal 1,B18
"""2018-03-04T08:01:00.000Z""",7392bf19.6a773,BOARD Aircraft,Terminal 1,B18
"""2018-10-17T16:24:00.000Z""",68f7358d.6e1bbc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-17T16:38:00.000Z""",68f7358d.6e1bbc,LEAVE Duty Free Area,Terminal 1,
"""2018-10-17T16:50:00.000Z""",68f7358d.6e1bbc,ENTER Bording Gate Area,Terminal 1,A6
"""2018-10-17T15:34:00.000Z""",68f7358d.6e1bbc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-17T16:30:00.000Z""",68f7358d.6e1bbc,ENTER Duty Free Area,Terminal 1,
"""2018-10-17T17:30:00.000Z""",68f7358d.6e1bbc,BOARD Aircraft,Terminal 1,A6
"""2018-03-01T08:30:00.000Z""",adb3e32.adab12,LEAVE Dining Area,Terminal 1,
"""2018-03-01T08:42:00.000Z""",adb3e32.adab12,ENTER Bording Gate Area,Terminal 1,B13
"""2018-03-01T07:40:00.000Z""",adb3e32.adab12,ENTER Dining Area,Terminal 1,
"""2018-03-01T09:22:00.000Z""",adb3e32.adab12,BOARD Aircraft,Terminal 1,B13
"""2018-11-29T15:10:00.000Z""",28196f5.703b89,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-29T16:16:00.000Z""",28196f5.703b89,LEAVE Dining Area,Terminal 1,
"""2018-11-29T16:28:00.000Z""",28196f5.703b89,ENTER Bording Gate Area,Terminal 1,B13
"""2018-11-29T14:20:00.000Z""",28196f5.703b89,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-29T15:26:00.000Z""",28196f5.703b89,ENTER Dining Area,Terminal 1,
"""2018-11-29T17:08:00.000Z""",28196f5.703b89,BOARD Aircraft,Terminal 1,B13
"""2018-03-26T09:42:00.000Z""",d91cb889.55f6b8,ENTER Bording Gate Area,Terminal 1,B4
"""2018-03-26T10:42:00.000Z""",d91cb889.55f6b8,BOARD Aircraft,Terminal 1,B4
"""2018-03-07T19:46:00.000Z""",fdbd48bb.b00898,ENTER Bording Gate Area,Terminal 1,B13
"""2018-03-07T20:46:00.000Z""",fdbd48bb.b00898,BOARD Aircraft,Terminal 1,B13
"""2018-08-04T11:31:00.000Z""",2c3fb211.0db78e,LEAVE Dining Area,Terminal 1,
"""2018-08-04T11:37:00.000Z""",2c3fb211.0db78e,ENTER Bording Gate Area,Terminal 1,B8
"""2018-08-04T11:06:00.000Z""",2c3fb211.0db78e,ENTER Dining Area,Terminal 1,
"""2018-08-04T11:57:00.000Z""",2c3fb211.0db78e,BOARD Aircraft,Terminal 1,B8
"""2018-09-07T07:33:00.000Z""",c8ce50f2.cf446,LEAVE Dining Area,Terminal 1,
"""2018-09-07T07:45:00.000Z""",c8ce50f2.cf446,ENTER Bording Gate Area,Terminal 1,A2
"""2018-09-07T06:43:00.000Z""",c8ce50f2.cf446,ENTER Dining Area,Terminal 1,
"""2018-09-07T08:25:00.000Z""",c8ce50f2.cf446,BOARD Aircraft,Terminal 1,A2
"""2018-03-22T17:34:00.000Z""",dd8ff07f.0953b,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-22T18:40:00.000Z""",dd8ff07f.0953b,LEAVE Dining Area,Terminal 1,
"""2018-03-22T18:52:00.000Z""",dd8ff07f.0953b,ENTER Bording Gate Area,Terminal 1,B4
"""2018-03-22T16:44:00.000Z""",dd8ff07f.0953b,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-22T17:50:00.000Z""",dd8ff07f.0953b,ENTER Dining Area,Terminal 1,
"""2018-03-22T19:32:00.000Z""",dd8ff07f.0953b,BOARD Aircraft,Terminal 1,B4
"""2018-11-26T12:40:00.000Z""",40a60832.b094c8,LEAVE Dining Area,Terminal 1,
"""2018-11-26T12:58:00.000Z""",40a60832.b094c8,ENTER Bording Gate Area,Terminal 1,B14
"""2018-11-26T11:25:00.000Z""",40a60832.b094c8,ENTER Dining Area,Terminal 1,
"""2018-11-26T13:58:00.000Z""",40a60832.b094c8,BOARD Aircraft,Terminal 1,B14
"""2018-08-21T08:50:00.000Z""",1410669c.c5e5c9,LEAVE Duty Free Area,Terminal 1,
"""2018-08-21T10:29:00.000Z""",1410669c.c5e5c9,LEAVE Dining Area,Terminal 1,
"""2018-08-21T10:47:00.000Z""",1410669c.c5e5c9,ENTER Bording Gate Area,Terminal 1,B16
"""2018-08-21T08:38:00.000Z""",1410669c.c5e5c9,ENTER Duty Free Area,Terminal 1,
"""2018-08-21T09:14:00.000Z""",1410669c.c5e5c9,ENTER Dining Area,Terminal 1,
"""2018-08-21T11:47:00.000Z""",1410669c.c5e5c9,BOARD Aircraft,Terminal 1,B16
"""2018-12-28T06:19:00.000Z""",206e391b.b2eed6,Passport Control,Border-Control Booth 1,
"""2018-12-28T06:31:00.000Z""",206e391b.b2eed6,ENTER Bording Gate Area,Terminal 1,B5
"""2018-12-28T07:11:00.000Z""",206e391b.b2eed6,BOARD Aircraft,Terminal 1,B5
"""2018-05-08T18:33:00.000Z""",575c8d6e.8dc354,Passport Control,Border-Control Booth 1,
"""2018-05-08T18:54:00.000Z""",575c8d6e.8dc354,LEAVE Duty Free Area,Terminal 1,
"""2018-05-08T20:33:00.000Z""",575c8d6e.8dc354,LEAVE Dining Area,Terminal 1,
"""2018-05-08T20:51:00.000Z""",575c8d6e.8dc354,ENTER Bording Gate Area,Terminal 1,B6
"""2018-05-08T18:42:00.000Z""",575c8d6e.8dc354,ENTER Duty Free Area,Terminal 1,
"""2018-05-08T19:18:00.000Z""",575c8d6e.8dc354,ENTER Dining Area,Terminal 1,
"""2018-05-08T21:51:00.000Z""",575c8d6e.8dc354,BOARD Aircraft,Terminal 1,B6
"""2018-11-24T09:00:00.000Z""",7c59e091.bd699,LEAVE Duty Free Area,Terminal 1,
"""2018-11-24T09:18:00.000Z""",7c59e091.bd699,ENTER Bording Gate Area,Terminal 1,A17
"""2018-11-24T08:48:00.000Z""",7c59e091.bd699,ENTER Duty Free Area,Terminal 1,
"""2018-11-24T10:18:00.000Z""",7c59e091.bd699,BOARD Aircraft,Terminal 1,A17
"""2018-03-17T10:00:00.000Z""",b7cc631.8d7d5a,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-17T11:39:00.000Z""",b7cc631.8d7d5a,LEAVE Dining Area,Terminal 1,
"""2018-03-17T11:57:00.000Z""",b7cc631.8d7d5a,ENTER Bording Gate Area,Terminal 1,B13
"""2018-03-17T08:45:00.000Z""",b7cc631.8d7d5a,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-17T10:24:00.000Z""",b7cc631.8d7d5a,ENTER Dining Area,Terminal 1,
"""2018-03-17T12:57:00.000Z""",b7cc631.8d7d5a,BOARD Aircraft,Terminal 1,B13
"""2018-12-05T14:21:00.000Z""",904af007.2dbc9,Passport Control,Border-Control Booth 1,
"""2018-12-05T15:21:00.000Z""",904af007.2dbc9,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-05T15:35:00.000Z""",904af007.2dbc9,LEAVE Duty Free Area,Terminal 1,
"""2018-12-05T16:41:00.000Z""",904af007.2dbc9,LEAVE Dining Area,Terminal 1,
"""2018-12-05T16:53:00.000Z""",904af007.2dbc9,ENTER Bording Gate Area,Terminal 1,B8
"""2018-12-05T14:31:00.000Z""",904af007.2dbc9,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-05T15:27:00.000Z""",904af007.2dbc9,ENTER Duty Free Area,Terminal 1,
"""2018-12-05T15:51:00.000Z""",904af007.2dbc9,ENTER Dining Area,Terminal 1,
"""2018-12-05T17:33:00.000Z""",904af007.2dbc9,BOARD Aircraft,Terminal 1,B8
"""2018-10-16T09:36:00.000Z""",f08171af.32fb5,Passport Control,Border-Control Booth 1,
"""2018-10-16T10:06:00.000Z""",f08171af.32fb5,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-16T10:13:00.000Z""",f08171af.32fb5,LEAVE Duty Free Area,Terminal 1,
"""2018-10-16T10:46:00.000Z""",f08171af.32fb5,LEAVE Dining Area,Terminal 1,
"""2018-10-16T10:52:00.000Z""",f08171af.32fb5,ENTER Bording Gate Area,Terminal 1,B13
"""2018-10-16T09:41:00.000Z""",f08171af.32fb5,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-16T10:09:00.000Z""",f08171af.32fb5,ENTER Duty Free Area,Terminal 1,
"""2018-10-16T10:21:00.000Z""",f08171af.32fb5,ENTER Dining Area,Terminal 1,
"""2018-10-16T11:12:00.000Z""",f08171af.32fb5,BOARD Aircraft,Terminal 1,B13
"""2018-06-06T04:35:00.000Z""",89f7437b.ec72d,LEAVE Duty Free Area,Terminal 1,
"""2018-06-06T05:35:00.000Z""",89f7437b.ec72d,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-06T06:01:00.000Z""",89f7437b.ec72d,ENTER Bording Gate Area,Terminal 1,B1
"""2018-06-06T05:49:00.000Z""",89f7437b.ec72d,LEAVE Duty Free Area,Terminal 1,
"""2018-06-06T04:45:00.000Z""",89f7437b.ec72d,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-06T06:41:00.000Z""",89f7437b.ec72d,BOARD Aircraft,Terminal 1,B1
"""2018-06-06T05:41:00.000Z""",89f7437b.ec72d,ENTER Duty Free Area,Terminal 1,
"""2018-06-06T04:27:00.000Z""",89f7437b.ec72d,ENTER Duty Free Area,Terminal 1,
"""2018-12-28T06:17:00.000Z""",caf7f39f.f0bbe,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-28T07:23:00.000Z""",caf7f39f.f0bbe,LEAVE Dining Area,Terminal 1,
"""2018-12-28T07:35:00.000Z""",caf7f39f.f0bbe,ENTER Bording Gate Area,Terminal 1,A18
"""2018-12-28T05:27:00.000Z""",caf7f39f.f0bbe,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-28T06:33:00.000Z""",caf7f39f.f0bbe,ENTER Dining Area,Terminal 1,
"""2018-12-28T08:15:00.000Z""",caf7f39f.f0bbe,BOARD Aircraft,Terminal 1,A18
"""2018-10-19T11:09:00.000Z""",7a267ca9.52f7e4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-19T11:15:00.000Z""",7a267ca9.52f7e4,ENTER Bording Gate Area,Terminal 1,B2
"""2018-10-19T10:44:00.000Z""",7a267ca9.52f7e4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-19T11:35:00.000Z""",7a267ca9.52f7e4,BOARD Aircraft,Terminal 1,B2
"""2018-02-27T16:06:00.000Z""",8f65b4be.205868,Passport Control,Border-Control Booth 1,
"""2018-02-27T16:20:00.000Z""",8f65b4be.205868,LEAVE Duty Free Area,Terminal 1,
"""2018-02-27T17:26:00.000Z""",8f65b4be.205868,LEAVE Dining Area,Terminal 1,
"""2018-02-27T17:38:00.000Z""",8f65b4be.205868,ENTER Bording Gate Area,Terminal 1,A19
"""2018-02-27T16:12:00.000Z""",8f65b4be.205868,ENTER Duty Free Area,Terminal 1,
"""2018-02-27T16:36:00.000Z""",8f65b4be.205868,ENTER Dining Area,Terminal 1,
"""2018-02-27T18:18:00.000Z""",8f65b4be.205868,BOARD Aircraft,Terminal 1,A19
"""2018-12-23T16:11:00.000Z""",25358422.168a0c,Passport Control,Border-Control Booth 1,
"""2018-12-23T16:23:00.000Z""",25358422.168a0c,ENTER Bording Gate Area,Terminal 1,B15
"""2018-12-23T17:03:00.000Z""",25358422.168a0c,BOARD Aircraft,Terminal 1,B15
"""2018-07-19T15:34:00.000Z""",e8937d9c.4010e,ENTER Bording Gate Area,Terminal 1,B7
"""2018-07-19T16:14:00.000Z""",e8937d9c.4010e,BOARD Aircraft,Terminal 1,B7
"""2018-06-18T06:46:00.000Z""",4275bf03.d6e9e,Passport Control,Border-Control Booth 1,
"""2018-06-18T07:00:00.000Z""",4275bf03.d6e9e,LEAVE Duty Free Area,Terminal 1,
"""2018-06-18T08:00:00.000Z""",4275bf03.d6e9e,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-18T09:20:00.000Z""",4275bf03.d6e9e,LEAVE Dining Area,Terminal 1,
"""2018-06-18T09:32:00.000Z""",4275bf03.d6e9e,ENTER Bording Gate Area,Terminal 1,B2
"""2018-06-18T08:14:00.000Z""",4275bf03.d6e9e,LEAVE Duty Free Area,Terminal 1,
"""2018-06-18T07:10:00.000Z""",4275bf03.d6e9e,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-18T08:30:00.000Z""",4275bf03.d6e9e,ENTER Dining Area,Terminal 1,
"""2018-06-18T10:12:00.000Z""",4275bf03.d6e9e,BOARD Aircraft,Terminal 1,B2
"""2018-06-18T08:06:00.000Z""",4275bf03.d6e9e,ENTER Duty Free Area,Terminal 1,
"""2018-06-18T06:52:00.000Z""",4275bf03.d6e9e,ENTER Duty Free Area,Terminal 1,
"""2018-04-01T14:16:00.000Z""",506e5c1a.405354,LEAVE Duty Free Area,Terminal 1,
"""2018-04-01T15:16:00.000Z""",506e5c1a.405354,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-01T16:36:00.000Z""",506e5c1a.405354,LEAVE Dining Area,Terminal 1,
"""2018-04-01T16:48:00.000Z""",506e5c1a.405354,ENTER Bording Gate Area,Terminal 1,B9
"""2018-04-01T15:30:00.000Z""",506e5c1a.405354,LEAVE Duty Free Area,Terminal 1,
"""2018-04-01T14:26:00.000Z""",506e5c1a.405354,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-01T15:46:00.000Z""",506e5c1a.405354,ENTER Dining Area,Terminal 1,
"""2018-04-01T17:28:00.000Z""",506e5c1a.405354,BOARD Aircraft,Terminal 1,B9
"""2018-04-01T15:22:00.000Z""",506e5c1a.405354,ENTER Duty Free Area,Terminal 1,
"""2018-04-01T14:08:00.000Z""",506e5c1a.405354,ENTER Duty Free Area,Terminal 1,
"""2018-12-29T21:01:00.000Z""",f50826f1.5e26f8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-29T21:19:00.000Z""",f50826f1.5e26f8,ENTER Bording Gate Area,Terminal 1,B1
"""2018-12-29T19:46:00.000Z""",f50826f1.5e26f8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-29T22:19:00.000Z""",f50826f1.5e26f8,BOARD Aircraft,Terminal 1,B1
"""2018-06-14T03:42:00.000Z""",c1d33555.1dbff8,Passport Control,Border-Control Booth 1,
"""2018-06-14T04:48:00.000Z""",c1d33555.1dbff8,LEAVE Dining Area,Terminal 1,
"""2018-06-14T05:00:00.000Z""",c1d33555.1dbff8,ENTER Bording Gate Area,Terminal 1,B8
"""2018-06-14T03:58:00.000Z""",c1d33555.1dbff8,ENTER Dining Area,Terminal 1,
"""2018-06-14T05:40:00.000Z""",c1d33555.1dbff8,BOARD Aircraft,Terminal 1,B8
"""2018-07-05T19:20:00.000Z""",fe261c82.f207d,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T20:59:00.000Z""",fe261c82.f207d,LEAVE Dining Area,Terminal 1,
"""2018-07-05T21:17:00.000Z""",fe261c82.f207d,ENTER Bording Gate Area,Terminal 1,B4
"""2018-07-05T18:05:00.000Z""",fe261c82.f207d,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T19:44:00.000Z""",fe261c82.f207d,ENTER Dining Area,Terminal 1,
"""2018-07-05T22:17:00.000Z""",fe261c82.f207d,BOARD Aircraft,Terminal 1,B4
"""2018-11-30T20:02:00.000Z""",c5d8d51b.858858,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-30T20:23:00.000Z""",c5d8d51b.858858,LEAVE Duty Free Area,Terminal 1,
"""2018-11-30T22:02:00.000Z""",c5d8d51b.858858,LEAVE Dining Area,Terminal 1,
"""2018-11-30T22:20:00.000Z""",c5d8d51b.858858,ENTER Bording Gate Area,Terminal 1,A11
