_time,msg_id,STEP,LOCATION,GATE
"""2018-08-30T13:35:00.000Z""",377e1a42.6e97d6,LEAVING Departure Hall,Terminal 1,
"""2018-12-28T09:34:00.000Z""",42c48be1.edcd94,ENTER Departure Hall,Terminal 1,
"""2018-12-28T10:04:00.000Z""",42c48be1.edcd94,LEAVING Departure Hall,Terminal 1,
"""2018-07-03T08:32:00.000Z""",93b90efc.53d6d,ENTER Departure Hall,Terminal 1,
"""2018-07-03T09:02:00.000Z""",93b90efc.53d6d,LEAVING Departure Hall,Terminal 1,
"""2018-07-23T12:37:00.000Z""",2a456296.a3144e,ENTER Departure Hall,Terminal 1,
"""2018-07-23T12:57:00.000Z""",2a456296.a3144e,LEAVING Departure Hall,Terminal 1,
"""2018-09-03T05:03:00.000Z""",8c0a3ded.0fdf8,ENTER Departure Hall,Terminal 1,
"""2018-09-03T05:19:00.000Z""",8c0a3ded.0fdf8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-09-03T05:13:00.000Z""",8c0a3ded.0fdf8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-05-12T08:54:00.000Z""",f338e295.cad49,ENTER Departure Hall,Terminal 1,
"""2018-12-28T13:08:00.000Z""",e4e0cb00.8886f8,ENTER Departure Hall,Terminal 1,
"""2018-12-28T13:24:00.000Z""",e4e0cb00.8886f8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-28T13:18:00.000Z""",e4e0cb00.8886f8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-05-01T11:19:00.000Z""",7d59d526.13384c,ENTER Departure Hall,Terminal 1,
"""2018-05-09T03:40:00.000Z""",1609daf7.e2f945,ENTER Departure Hall,Terminal 1,
"""2018-06-14T07:38:00.000Z""",b6734db2.88f45,ENTER Departure Hall,Terminal 1,
"""2018-06-14T08:11:00.000Z""",b6734db2.88f45,LEAVE Check-In Area,Terminal 1,
"""2018-06-14T07:53:00.000Z""",b6734db2.88f45,ENTER Check-In Area,Terminal 1,
"""2018-05-12T05:38:00.000Z""",386d5921.f6de36,ENTER Departure Hall,Terminal 1,
"""2018-05-12T05:58:00.000Z""",386d5921.f6de36,LEAVING Departure Hall,Terminal 1,
"""2018-04-02T05:20:00.000Z""",5a09a7ad.dcd268,ENTER Departure Hall,Terminal 1,
"""2018-04-02T05:36:00.000Z""",5a09a7ad.dcd268,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-02T05:30:00.000Z""",5a09a7ad.dcd268,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-06T04:20:00.000Z""",b5a43136.2354e,ENTER Departure Hall,Terminal 1,
"""2018-10-06T04:36:00.000Z""",b5a43136.2354e,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-06T04:30:00.000Z""",b5a43136.2354e,ENTER Baggage-Drop Area,Terminal 1,
"""2018-04-27T16:35:00.000Z""",386f74b3.45d26c,ENTER Departure Hall,Terminal 1,
"""2018-04-27T16:59:00.000Z""",386f74b3.45d26c,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-27T16:50:00.000Z""",386f74b3.45d26c,ENTER Baggage-Drop Area,Terminal 1,
"""2018-11-27T14:01:00.000Z""",dbbe89af.0089b8,ENTER Departure Hall,Terminal 1,
"""2018-03-01T05:28:00.000Z""",5b688eef.aa1be,ENTER Departure Hall,Terminal 1,
"""2018-03-01T05:50:00.000Z""",5b688eef.aa1be,LEAVE Check-In Area,Terminal 1,
"""2018-03-01T05:38:00.000Z""",5b688eef.aa1be,ENTER Check-In Area,Terminal 1,
"""2018-12-07T05:22:00.000Z""",201454c0.949acc,ENTER Departure Hall,Terminal 1,
"""2018-12-24T18:26:00.000Z""",b3973b98.5b3cc8,ENTER Departure Hall,Terminal 1,
"""2018-05-14T16:50:00.000Z""",7f5a234f.54daac,ENTER Departure Hall,Terminal 1,
"""2018-04-24T17:11:00.000Z""",ae64643b.3be868,ENTER Departure Hall,Terminal 1,
"""2018-04-26T12:47:00.000Z""",280c421a.677ffe,ENTER Departure Hall,Terminal 1,
"""2018-10-04T05:49:00.000Z""",31852978.db23e6,ENTER Departure Hall,Terminal 1,
"""2018-10-04T06:11:00.000Z""",31852978.db23e6,LEAVE Check-In Area,Terminal 1,
"""2018-10-04T05:59:00.000Z""",31852978.db23e6,ENTER Check-In Area,Terminal 1,
"""2018-03-20T14:38:00.000Z""",e735983d.58b578,ENTER Departure Hall,Terminal 1,
"""2018-03-20T15:00:00.000Z""",e735983d.58b578,LEAVE Check-In Area,Terminal 1,
"""2018-03-20T14:48:00.000Z""",e735983d.58b578,ENTER Check-In Area,Terminal 1,
"""2018-06-05T10:19:00.000Z""",e28ab388.58b58,ENTER Departure Hall,Terminal 1,
"""2018-06-05T10:27:00.000Z""",e28ab388.58b58,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-05T10:24:00.000Z""",e28ab388.58b58,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-24T03:58:00.000Z""",2b37419b.232dee,ENTER Departure Hall,Terminal 1,
"""2018-07-14T15:27:00.000Z""",6fff30ce.e9c66,ENTER Departure Hall,Terminal 1,
"""2018-04-18T11:51:00.000Z""",ccfc50b2.1f24f,ENTER Departure Hall,Terminal 1,
"""2018-05-24T03:55:00.000Z""",237220b4.e96a,ENTER Departure Hall,Terminal 1,
"""2018-03-10T10:15:00.000Z""",5a99f015.081cb,ENTER Departure Hall,Terminal 1,
"""2018-12-24T10:21:00.000Z""",5b9b42b1.18f15c,ENTER Departure Hall,Terminal 1,
"""2018-12-24T10:32:00.000Z""",5b9b42b1.18f15c,LEAVE Check-In Area,Terminal 1,
"""2018-12-24T10:26:00.000Z""",5b9b42b1.18f15c,ENTER Check-In Area,Terminal 1,
"""2018-07-02T16:31:00.000Z""",c73185f1.680198,ENTER Departure Hall,Terminal 1,
"""2018-07-02T17:04:00.000Z""",c73185f1.680198,LEAVE Check-In Area,Terminal 1,
"""2018-07-02T16:46:00.000Z""",c73185f1.680198,ENTER Check-In Area,Terminal 1,
"""2018-08-19T17:31:00.000Z""",2a856d7b.99ae22,ENTER Departure Hall,Terminal 1,
"""2018-08-19T18:01:00.000Z""",2a856d7b.99ae22,LEAVING Departure Hall,Terminal 1,
"""2018-11-25T12:08:00.000Z""",74ae3996.b0a6a8,ENTER Departure Hall,Terminal 1,
"""2018-11-25T12:16:00.000Z""",74ae3996.b0a6a8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-25T12:13:00.000Z""",74ae3996.b0a6a8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-05T15:38:00.000Z""",c0050d0f.3c129,ENTER Departure Hall,Terminal 1,
"""2018-04-18T11:02:00.000Z""",6e464acd.12a9b4,ENTER Departure Hall,Terminal 1,
"""2018-02-15T16:38:00.000Z""",d2e4c04d.a4891,ENTER Departure Hall,Terminal 1,
"""2018-02-15T17:11:00.000Z""",d2e4c04d.a4891,LEAVE Check-In Area,Terminal 1,
"""2018-02-15T16:53:00.000Z""",d2e4c04d.a4891,ENTER Check-In Area,Terminal 1,
"""2018-04-22T09:29:00.000Z""",cbecb461.745888,ENTER Departure Hall,Terminal 1,
"""2018-04-22T09:40:00.000Z""",cbecb461.745888,LEAVE Check-In Area,Terminal 1,
"""2018-04-22T09:34:00.000Z""",cbecb461.745888,ENTER Check-In Area,Terminal 1,
"""2018-04-14T08:19:00.000Z""",c2bd55ef.01ea58,ENTER Departure Hall,Terminal 1,
"""2018-04-14T08:52:00.000Z""",c2bd55ef.01ea58,LEAVE Check-In Area,Terminal 1,
"""2018-04-14T08:34:00.000Z""",c2bd55ef.01ea58,ENTER Check-In Area,Terminal 1,
"""2018-04-14T05:31:00.000Z""",2cbe2585.d2094a,ENTER Departure Hall,Terminal 1,
"""2018-04-14T05:47:00.000Z""",2cbe2585.d2094a,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-14T05:41:00.000Z""",2cbe2585.d2094a,ENTER Baggage-Drop Area,Terminal 1,
"""2018-11-24T17:17:00.000Z""",fb41f019.09056,ENTER Departure Hall,Terminal 1,
"""2018-11-24T17:41:00.000Z""",fb41f019.09056,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-24T17:32:00.000Z""",fb41f019.09056,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-17T18:50:00.000Z""",523a34ea.bde35c,ENTER Departure Hall,Terminal 1,
"""2018-04-04T12:47:00.000Z""",35544ab3.a99426,ENTER Departure Hall,Terminal 1,
"""2018-11-02T06:47:00.000Z""",8b23d182.b8a56,ENTER Departure Hall,Terminal 1,
"""2018-07-03T08:01:00.000Z""",8f47cb72.d520e8,ENTER Departure Hall,Terminal 1,
"""2018-09-14T04:31:00.000Z""",16b21c1d.805634,ENTER Departure Hall,Terminal 1,
"""2018-08-21T14:02:00.000Z""",2a680d48.275ad2,ENTER Departure Hall,Terminal 1,
"""2018-08-21T14:18:00.000Z""",2a680d48.275ad2,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-21T14:12:00.000Z""",2a680d48.275ad2,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-09T17:18:00.000Z""",ad709b49.0d81a8,ENTER Departure Hall,Terminal 1,
"""2018-05-19T16:09:00.000Z""",95d3fa1e.063428,ENTER Departure Hall,Terminal 1,
"""2018-05-19T16:39:00.000Z""",95d3fa1e.063428,LEAVING Departure Hall,Terminal 1,
"""2018-02-09T17:30:00.000Z""",9f6cb92b.181ad8,ENTER Departure Hall,Terminal 1,
"""2018-09-15T03:52:00.000Z""",77f337a2.5700f8,ENTER Departure Hall,Terminal 1,
"""2018-11-01T17:49:00.000Z""",4906bee1.4b86a,ENTER Departure Hall,Terminal 1,
"""2018-03-02T04:36:00.000Z""",ce3b71ff.4193e,ENTER Departure Hall,Terminal 1,
"""2018-02-06T10:35:00.000Z""",3c450d54.57f222,ENTER Departure Hall,Terminal 1,
"""2018-02-06T10:46:00.000Z""",3c450d54.57f222,LEAVE Check-In Area,Terminal 1,
"""2018-02-06T10:40:00.000Z""",3c450d54.57f222,ENTER Check-In Area,Terminal 1,
"""2018-12-23T13:15:00.000Z""",213cab9e.8528d4,ENTER Departure Hall,Terminal 1,
"""2018-12-23T13:31:00.000Z""",213cab9e.8528d4,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-23T13:25:00.000Z""",213cab9e.8528d4,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-22T07:49:00.000Z""",5748bd26.c8a8e4,ENTER Departure Hall,Terminal 1,
"""2018-10-22T08:22:00.000Z""",5748bd26.c8a8e4,LEAVE Check-In Area,Terminal 1,
"""2018-10-22T08:04:00.000Z""",5748bd26.c8a8e4,ENTER Check-In Area,Terminal 1,
"""2018-03-13T14:21:00.000Z""",b7823715.e84998,ENTER Departure Hall,Terminal 1,
"""2018-03-13T14:41:00.000Z""",b7823715.e84998,LEAVING Departure Hall,Terminal 1,
"""2018-06-08T10:11:00.000Z""",4302eb5c.e223b4,ENTER Departure Hall,Terminal 1,
"""2018-06-08T10:21:00.000Z""",4302eb5c.e223b4,LEAVING Departure Hall,Terminal 1,
"""2018-05-23T11:35:00.000Z""",ff4a9523.3dbe08,ENTER Departure Hall,Terminal 1,
"""2018-05-23T11:46:00.000Z""",ff4a9523.3dbe08,LEAVE Check-In Area,Terminal 1,
"""2018-05-23T11:40:00.000Z""",ff4a9523.3dbe08,ENTER Check-In Area,Terminal 1,
"""2018-02-11T07:07:00.000Z""",4dc1f2ca.f1d48c,ENTER Departure Hall,Terminal 1,
"""2018-12-21T18:25:00.000Z""",6018e221.8c01bc,ENTER Departure Hall,Terminal 1,
"""2018-12-21T18:58:00.000Z""",6018e221.8c01bc,LEAVE Check-In Area,Terminal 1,
"""2018-12-21T18:40:00.000Z""",6018e221.8c01bc,ENTER Check-In Area,Terminal 1,
"""2018-12-22T10:21:00.000Z""",46c0ffa3.e9121,ENTER Departure Hall,Terminal 1,
"""2018-12-22T10:29:00.000Z""",46c0ffa3.e9121,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-22T10:26:00.000Z""",46c0ffa3.e9121,ENTER Baggage-Drop Area,Terminal 1,
"""2018-08-10T12:50:00.000Z""",1d285e90.1f6071,ENTER Departure Hall,Terminal 1,
"""2018-07-12T10:38:00.000Z""",bbe9d67.c630f28,ENTER Departure Hall,Terminal 1,
"""2018-08-28T17:32:00.000Z""",363f0b7e.8732c4,ENTER Departure Hall,Terminal 1,
"""2018-06-06T09:04:00.000Z""",3a48c617.239d6a,ENTER Departure Hall,Terminal 1,
"""2018-06-06T09:14:00.000Z""",3a48c617.239d6a,LEAVING Departure Hall,Terminal 1,
"""2018-09-21T14:43:00.000Z""",321574d6.a4306c,ENTER Departure Hall,Terminal 1,
"""2018-02-16T11:24:00.000Z""",472472b5.193cbc,ENTER Departure Hall,Terminal 1,
"""2018-02-16T11:35:00.000Z""",472472b5.193cbc,LEAVE Check-In Area,Terminal 1,
"""2018-02-16T11:29:00.000Z""",472472b5.193cbc,ENTER Check-In Area,Terminal 1,
"""2018-02-03T17:03:00.000Z""",cad16b91.a52258,ENTER Departure Hall,Terminal 1,
"""2018-02-03T17:27:00.000Z""",cad16b91.a52258,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-02-03T17:18:00.000Z""",cad16b91.a52258,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-06T17:08:00.000Z""",16054f6.48513b1,ENTER Departure Hall,Terminal 1,
"""2018-07-06T17:32:00.000Z""",16054f6.48513b1,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-06T17:23:00.000Z""",16054f6.48513b1,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-29T12:29:00.000Z""",3ae9b805.5ad578,ENTER Departure Hall,Terminal 1,
"""2018-07-29T12:45:00.000Z""",3ae9b805.5ad578,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-29T12:39:00.000Z""",3ae9b805.5ad578,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-16T17:35:00.000Z""",d490bdb9.f0ebe,ENTER Departure Hall,Terminal 1,
"""2018-06-16T18:08:00.000Z""",d490bdb9.f0ebe,LEAVE Check-In Area,Terminal 1,
"""2018-06-16T17:50:00.000Z""",d490bdb9.f0ebe,ENTER Check-In Area,Terminal 1,
"""2018-10-25T04:49:00.000Z""",3aa4ed4a.31ffb2,ENTER Departure Hall,Terminal 1,
"""2018-10-25T05:05:00.000Z""",3aa4ed4a.31ffb2,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-25T04:59:00.000Z""",3aa4ed4a.31ffb2,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-01T09:39:00.000Z""",947c24ab.4a8678,ENTER Departure Hall,Terminal 1,
"""2018-06-01T09:50:00.000Z""",947c24ab.4a8678,LEAVE Check-In Area,Terminal 1,
"""2018-06-01T09:44:00.000Z""",947c24ab.4a8678,ENTER Check-In Area,Terminal 1,
"""2018-12-21T15:03:00.000Z""",67d3c9c.e994b38,ENTER Departure Hall,Terminal 1,
"""2018-12-21T15:25:00.000Z""",67d3c9c.e994b38,LEAVE Check-In Area,Terminal 1,
"""2018-12-21T15:13:00.000Z""",67d3c9c.e994b38,ENTER Check-In Area,Terminal 1,
"""2018-10-29T11:24:00.000Z""",e5407eee.1919d,ENTER Departure Hall,Terminal 1,
"""2018-10-19T15:23:00.000Z""",ad95ae19.010bf,ENTER Departure Hall,Terminal 1,
"""2018-10-18T14:57:00.000Z""",6a5aeabd.1209d4,ENTER Departure Hall,Terminal 1,
"""2018-10-18T15:19:00.000Z""",6a5aeabd.1209d4,LEAVE Check-In Area,Terminal 1,
"""2018-10-18T15:07:00.000Z""",6a5aeabd.1209d4,ENTER Check-In Area,Terminal 1,
"""2018-07-26T16:13:00.000Z""",b0f7edc.ecb971,ENTER Departure Hall,Terminal 1,
"""2018-07-26T16:46:00.000Z""",b0f7edc.ecb971,LEAVE Check-In Area,Terminal 1,
"""2018-07-26T16:28:00.000Z""",b0f7edc.ecb971,ENTER Check-In Area,Terminal 1,
"""2018-06-18T05:12:00.000Z""",eefca163.b1375,ENTER Departure Hall,Terminal 1,
"""2018-06-18T05:28:00.000Z""",eefca163.b1375,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-18T05:22:00.000Z""",eefca163.b1375,ENTER Baggage-Drop Area,Terminal 1,
"""2018-09-03T16:12:00.000Z""",78557f2b.06323,ENTER Departure Hall,Terminal 1,
"""2018-06-30T03:50:00.000Z""",7df2b01e.5a1e,ENTER Departure Hall,Terminal 1,
"""2018-08-02T03:44:00.000Z""",41a61979.69d6f8,ENTER Departure Hall,Terminal 1,
"""2018-06-01T07:14:00.000Z""",df6c9ad7.a8f9e8,ENTER Departure Hall,Terminal 1,
"""2018-02-01T17:07:00.000Z""",cd2b77a9.b7f4e8,ENTER Departure Hall,Terminal 1,
"""2018-02-01T17:40:00.000Z""",cd2b77a9.b7f4e8,LEAVE Check-In Area,Terminal 1,
"""2018-02-01T17:22:00.000Z""",cd2b77a9.b7f4e8,ENTER Check-In Area,Terminal 1,
"""2018-11-24T18:04:00.000Z""",f4f46bf7.acf228,ENTER Departure Hall,Terminal 1,
"""2018-02-17T16:12:00.000Z""",b536d4a9.537798,ENTER Departure Hall,Terminal 1,
"""2018-12-05T17:35:00.000Z""",8846898c.e630f8,ENTER Departure Hall,Terminal 1,
"""2018-12-05T18:08:00.000Z""",8846898c.e630f8,LEAVE Check-In Area,Terminal 1,
"""2018-12-05T17:50:00.000Z""",8846898c.e630f8,ENTER Check-In Area,Terminal 1,
"""2018-06-27T03:11:00.000Z""",2f575139.c1d3ee,ENTER Departure Hall,Terminal 1,
"""2018-06-27T03:27:00.000Z""",2f575139.c1d3ee,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-27T03:21:00.000Z""",2f575139.c1d3ee,ENTER Baggage-Drop Area,Terminal 1,
"""2018-11-14T07:20:00.000Z""",6918f470.5a63dc,ENTER Departure Hall,Terminal 1,
"""2018-11-14T07:44:00.000Z""",6918f470.5a63dc,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-14T07:35:00.000Z""",6918f470.5a63dc,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-02T03:01:00.000Z""",afe31ee0.93847,ENTER Departure Hall,Terminal 1,
"""2018-06-02T03:17:00.000Z""",afe31ee0.93847,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-02T03:11:00.000Z""",afe31ee0.93847,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-17T06:14:00.000Z""",57f5ce55.99d2d,ENTER Departure Hall,Terminal 1,
"""2018-09-23T03:25:00.000Z""",df008232.90db3,ENTER Departure Hall,Terminal 1,
"""2018-09-23T03:47:00.000Z""",df008232.90db3,LEAVE Check-In Area,Terminal 1,
"""2018-09-23T03:35:00.000Z""",df008232.90db3,ENTER Check-In Area,Terminal 1,
"""2018-06-15T15:57:00.000Z""",cce05a7f.450888,ENTER Departure Hall,Terminal 1,
"""2018-06-15T16:30:00.000Z""",cce05a7f.450888,LEAVE Check-In Area,Terminal 1,
"""2018-06-15T16:12:00.000Z""",cce05a7f.450888,ENTER Check-In Area,Terminal 1,
"""2018-11-13T08:46:00.000Z""",84269cb7.317f4,ENTER Departure Hall,Terminal 1,
"""2018-10-08T15:08:00.000Z""",6bde2eaa.24d2a,ENTER Departure Hall,Terminal 1,
"""2018-10-08T15:41:00.000Z""",6bde2eaa.24d2a,LEAVE Check-In Area,Terminal 1,
"""2018-10-08T15:23:00.000Z""",6bde2eaa.24d2a,ENTER Check-In Area,Terminal 1,
"""2018-04-01T11:29:00.000Z""",5f4edaf2.6b8584,ENTER Departure Hall,Terminal 1,
"""2018-04-01T11:40:00.000Z""",5f4edaf2.6b8584,LEAVE Check-In Area,Terminal 1,
"""2018-04-01T11:34:00.000Z""",5f4edaf2.6b8584,ENTER Check-In Area,Terminal 1,
"""2018-10-06T17:51:00.000Z""",c6591757.9cac28,ENTER Departure Hall,Terminal 1,
"""2018-10-06T18:24:00.000Z""",c6591757.9cac28,LEAVE Check-In Area,Terminal 1,
"""2018-10-06T18:06:00.000Z""",c6591757.9cac28,ENTER Check-In Area,Terminal 1,
"""2018-04-10T06:26:00.000Z""",ab97d27d.531bf,ENTER Departure Hall,Terminal 1,
"""2018-04-10T06:50:00.000Z""",ab97d27d.531bf,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-10T06:41:00.000Z""",ab97d27d.531bf,ENTER Baggage-Drop Area,Terminal 1,
"""2018-11-10T18:53:00.000Z""",5e0288e9.e4d138,ENTER Departure Hall,Terminal 1,
"""2018-11-10T19:17:00.000Z""",5e0288e9.e4d138,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-10T19:08:00.000Z""",5e0288e9.e4d138,ENTER Baggage-Drop Area,Terminal 1,
"""2018-12-25T09:56:00.000Z""",59dd12e0.e1e62c,ENTER Departure Hall,Terminal 1,
"""2018-12-25T10:20:00.000Z""",59dd12e0.e1e62c,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-25T10:11:00.000Z""",59dd12e0.e1e62c,ENTER Baggage-Drop Area,Terminal 1,
"""2018-11-12T08:12:00.000Z""",b06eaf70.00f0d,ENTER Departure Hall,Terminal 1,
"""2018-11-19T18:44:00.000Z""",b411949.c599f68,ENTER Departure Hall,Terminal 1,
"""2018-07-08T17:36:00.000Z""",7432820a.8c12dc,ENTER Departure Hall,Terminal 1,
"""2018-03-04T13:16:00.000Z""",e1e0cef5.7a8f9,ENTER Departure Hall,Terminal 1,
"""2018-03-04T13:38:00.000Z""",e1e0cef5.7a8f9,LEAVE Check-In Area,Terminal 1,
"""2018-03-04T13:26:00.000Z""",e1e0cef5.7a8f9,ENTER Check-In Area,Terminal 1,
"""2018-05-14T14:27:00.000Z""",a7a5a88b.a32f28,ENTER Departure Hall,Terminal 1,
"""2018-05-14T14:49:00.000Z""",a7a5a88b.a32f28,LEAVE Check-In Area,Terminal 1,
"""2018-05-14T14:37:00.000Z""",a7a5a88b.a32f28,ENTER Check-In Area,Terminal 1,
"""2018-03-06T06:34:00.000Z""",2bd3425a.a4d8de,ENTER Departure Hall,Terminal 1,
"""2018-03-06T06:56:00.000Z""",2bd3425a.a4d8de,LEAVE Check-In Area,Terminal 1,
"""2018-03-06T06:44:00.000Z""",2bd3425a.a4d8de,ENTER Check-In Area,Terminal 1,
"""2018-04-11T03:11:00.000Z""",a1b2edcf.f3d42,ENTER Departure Hall,Terminal 1,
"""2018-03-02T06:44:00.000Z""",19146caf.f83783,ENTER Departure Hall,Terminal 1,
"""2018-02-01T11:06:00.000Z""",e5b54528.669248,ENTER Departure Hall,Terminal 1,
"""2018-02-01T11:17:00.000Z""",e5b54528.669248,LEAVE Check-In Area,Terminal 1,
"""2018-02-01T11:11:00.000Z""",e5b54528.669248,ENTER Check-In Area,Terminal 1,
"""2018-08-16T15:33:00.000Z""",caee7ff0.ad1a6,ENTER Departure Hall,Terminal 1,
"""2018-08-16T15:57:00.000Z""",caee7ff0.ad1a6,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-16T15:48:00.000Z""",caee7ff0.ad1a6,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-07T07:28:00.000Z""",7555931c.a65e4c,ENTER Departure Hall,Terminal 1,
"""2018-06-04T06:23:00.000Z""",69dcb885.4d5f78,ENTER Departure Hall,Terminal 1,
"""2018-06-04T06:56:00.000Z""",69dcb885.4d5f78,LEAVE Check-In Area,Terminal 1,
"""2018-06-04T06:38:00.000Z""",69dcb885.4d5f78,ENTER Check-In Area,Terminal 1,
"""2018-02-13T07:06:00.000Z""",3a408e86.7ed6c2,ENTER Departure Hall,Terminal 1,
"""2018-04-08T07:23:00.000Z""",b4999ec1.cae9e,ENTER Departure Hall,Terminal 1,
"""2018-10-23T12:24:00.000Z""",e085c5b4.201b98,ENTER Departure Hall,Terminal 1,
"""2018-10-23T12:46:00.000Z""",e085c5b4.201b98,LEAVE Check-In Area,Terminal 1,
"""2018-10-23T12:34:00.000Z""",e085c5b4.201b98,ENTER Check-In Area,Terminal 1,
"""2018-05-19T14:08:00.000Z""",8fac76cc.3c0cb8,ENTER Departure Hall,Terminal 1,
"""2018-05-19T14:28:00.000Z""",8fac76cc.3c0cb8,LEAVING Departure Hall,Terminal 1,
"""2018-09-01T16:47:00.000Z""",633f2164.2851a,ENTER Departure Hall,Terminal 1,
"""2018-06-09T10:03:00.000Z""",d78d9bea.1bc148,ENTER Departure Hall,Terminal 1,
"""2018-03-06T08:05:00.000Z""",1f81b54d.9dd2eb,ENTER Departure Hall,Terminal 1,
"""2018-03-06T08:38:00.000Z""",1f81b54d.9dd2eb,LEAVE Check-In Area,Terminal 1,
"""2018-03-06T08:20:00.000Z""",1f81b54d.9dd2eb,ENTER Check-In Area,Terminal 1,
"""2018-04-18T04:45:00.000Z""",dd6d2ec9.970ce,ENTER Departure Hall,Terminal 1,
"""2018-04-18T05:07:00.000Z""",dd6d2ec9.970ce,LEAVE Check-In Area,Terminal 1,
"""2018-04-18T04:55:00.000Z""",dd6d2ec9.970ce,ENTER Check-In Area,Terminal 1,
"""2018-06-26T05:04:00.000Z""",8907825f.5a2aa,ENTER Departure Hall,Terminal 1,
"""2018-06-26T05:24:00.000Z""",8907825f.5a2aa,LEAVING Departure Hall,Terminal 1,
"""2018-09-23T17:57:00.000Z""",f82ba73b.60b438,ENTER Departure Hall,Terminal 1,
"""2018-06-26T13:35:00.000Z""",70e98c1e.1809c4,ENTER Departure Hall,Terminal 1,
"""2018-09-04T08:15:00.000Z""",d517cd49.c754d,ENTER Departure Hall,Terminal 1,
"""2018-12-06T07:44:00.000Z""",bef098b7.189058,ENTER Departure Hall,Terminal 1,
"""2018-12-06T08:14:00.000Z""",bef098b7.189058,LEAVING Departure Hall,Terminal 1,
"""2018-08-27T04:09:00.000Z""",5d76010f.8c4ab,ENTER Departure Hall,Terminal 1,
"""2018-08-18T07:00:00.000Z""",261fa6f2.1688da,ENTER Departure Hall,Terminal 1,
"""2018-08-18T07:33:00.000Z""",261fa6f2.1688da,LEAVE Check-In Area,Terminal 1,
"""2018-08-18T07:15:00.000Z""",261fa6f2.1688da,ENTER Check-In Area,Terminal 1,
"""2018-11-30T04:11:00.000Z""",f4e5ae25.15c43,ENTER Departure Hall,Terminal 1,
"""2018-11-30T04:27:00.000Z""",f4e5ae25.15c43,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-30T04:21:00.000Z""",f4e5ae25.15c43,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-05T08:17:00.000Z""",cd3429fe.cb7838,ENTER Departure Hall,Terminal 1,
"""2018-09-24T04:25:00.000Z""",b49d2e3a.10091,ENTER Departure Hall,Terminal 1,
"""2018-09-24T04:47:00.000Z""",b49d2e3a.10091,LEAVE Check-In Area,Terminal 1,
"""2018-09-24T04:35:00.000Z""",b49d2e3a.10091,ENTER Check-In Area,Terminal 1,
"""2018-09-03T06:17:00.000Z""",716e28dc.230178,ENTER Departure Hall,Terminal 1,
"""2018-09-03T06:41:00.000Z""",716e28dc.230178,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-09-03T06:32:00.000Z""",716e28dc.230178,ENTER Baggage-Drop Area,Terminal 1,
"""2018-02-07T18:49:00.000Z""",97b7b02a.ccdc1,ENTER Departure Hall,Terminal 1,
"""2018-03-19T17:35:00.000Z""",91173716.d73718,ENTER Departure Hall,Terminal 1,
"""2018-03-19T18:08:00.000Z""",91173716.d73718,LEAVE Check-In Area,Terminal 1,
"""2018-03-19T17:50:00.000Z""",91173716.d73718,ENTER Check-In Area,Terminal 1,
"""2018-12-15T16:14:00.000Z""",e9011cdc.6aa5,ENTER Departure Hall,Terminal 1,
